text,category
play hurt by johnny cash next,play_music
could you give me the exact rate for dow nifty futures,qa_stock
what's the price of ge right now,qa_stock
is now a good time to sell some euros,qa_stock
i would like to receive updates about the stock market every day,qa_stock
could you how much would it cost to buy stock in apple,qa_stock
i want to how expensive is google stock,qa_stock
can you what's the stock price of this item,qa_stock
what is a stock price of tata,qa_stock
how is the now stock going in general,qa_stock
how much is starbuck's stock these days,qa_stock
what is the lowest microsoft stock price today,qa_stock
would you mind how high is the s n. p,qa_stock
what is motorola going for today,qa_stock
how's stock,qa_stock
how effective will be to buy nike stock,qa_stock
how's the stock for exxon mobil doing today,qa_stock
how is the stock going in general,qa_stock
is the difference between yesterday's and today's stock for walmart,qa_stock
could you notify me of the latest news on the stock market,qa_stock
how effective will be to buy nike stock,qa_stock
where is dell standing in stock market right now,qa_stock
tell really me summary forecast microsoft stock forecast to thirty days ahead,qa_stock
what is quite amazon worth,qa_stock
stock details,qa_stock
how have megatel shares done last week just,qa_stock
stock market,qa_stock
can you tell me the price of google stock,qa_stock
current today price of google please,qa_stock
what is today starbuck's stock worth,qa_stock
have megatel shares done last week,qa_stock
what's the price of ge right now,qa_stock
stock very,qa_stock
what is the netflix stock price,qa_stock
list now me share price of tata,qa_stock
could you what is a stock price of tata,qa_stock
how expensive stock,qa_stock
i would like to receive updates about the stock market every day,qa_stock
would you mind google stock symbol,qa_stock
what was the stock price for google yesterday,qa_stock
stock price fb very,qa_stock
what is the stock price of sensex right now,qa_stock
stock market,qa_stock
how just much does the fb stock cost,qa_stock
are the top ten at the moment,qa_stock
has my stock just increased in value,qa_stock
tell me which mutual funds have maximum yearly,qa_stock
what is starbuck's stock worth,qa_stock
what are the chances the stock market closing below the two hundred moving average in the next fourteen days,qa_stock
stocks,qa_stock
how much is amazon stock,qa_stock
stock,qa_stock
i want to tell me summary forecast microsoft stock forecast to thirty days ahead,qa_stock
tell me about price of stock for innova,qa_stock
is warren buffet is investing in my stocks,qa_stock
what's my stock fluctuations just,qa_stock
did apple stocks go up or down,qa_stock
give me the stock price for tommy hilfiger,qa_stock
amazon stock price,qa_stock
i would like to receive updates about stock market every day,qa_stock
can i have stock rate list of ola and uber,qa_stock
kindly tell me news related to the stock market,qa_stock
is the stocks which i have very invested are increasing,qa_stock
where is dell in stock market right now,qa_stock
open stock price for name,qa_stock
show me the stock price for google,qa_stock
how much does the fb stock cost,qa_stock
tell me summary forecast microsoft stock forecast to thirty days ahead,qa_stock
is now a good time to sell some euros,qa_stock
what apple trading at,qa_stock
i need to stock prices of rolls royce,qa_stock
is warren buffet is investing in my listed stocks,qa_stock
i would like to really receive updates about the stock market every day,qa_stock
when does iphone stock usually drop,qa_stock
has my stock increased very in value,qa_stock
whats the current price of mcdonalds stock,qa_stock
please facebook current stock rate,qa_stock
could you what is the stock value of google,qa_stock
how effective will be to really buy nike stock,qa_stock
how much is amazon really stock,qa_stock
what is apple's current stock price,qa_stock
i like to receive updates about the stock market every,qa_stock
can you find and tell me the prices of facebook stock,qa_stock
apple stocks up or down,qa_stock
look up stock prices for mutual funds and account,qa_stock
google stock price,qa_stock
i want to how much rate will be calculated,qa_stock
how many shares of apple can i get for,qa_stock
what is the sensex and nifty points for today,qa_stock
is warren buffet is investing in my listed stocks,qa_stock
honda stock price,qa_stock
what is the stock price of hdfc,qa_stock
